Country,Country_Code,Time_Stamp,Cases
Brazil,BRA,2/23/2020,0
Cambodia,KHM,2/23/2020,1
Canada,CAN,2/23/2020,9
Croatia,HRV,2/23/2020,0
Egypt,EGY,2/23/2020,1
Finland,FIN,2/23/2020,1
France,FRA,2/23/2020,12
Georgia,GEO,2/23/2020,0
Germany,DEU,2/23/2020,16
Greece,GRC,2/23/2020,0
Hong Kong,HKG,2/23/2020,74
India,IND,2/23/2020,3
"Iran, Islamic Republic of",IRN,2/23/2020,43
Iraq,IRQ,2/23/2020,0
Israel,ISR,2/23/2020,1
Italy,ITA,2/23/2020,155
Japan,JPN,2/23/2020,147
Kuwait,KWT,2/23/2020,0
Lebanon,LBN,2/23/2020,1
Macao,MAC,2/23/2020,10
Malaysia,MYS,2/23/2020,22
Nepal,NPL,2/23/2020,1
North Macedonia,MKD,2/23/2020,0
Norway,NOR,2/23/2020,0
Oman,OMN,2/23/2020,0
Pakistan,PAK,2/23/2020,0
Philippines,PHL,2/23/2020,3
Romania,ROU,2/23/2020,0
Russian Federation,RUS,2/23/2020,2
Singapore,SGP,2/23/2020,89
"Korea, Republic of",KOR,2/23/2020,602
Spain,ESP,2/23/2020,2
Sri Lanka,LKA,2/23/2020,1
Sweden,SWE,2/23/2020,1
Switzerland,CHE,2/23/2020,0
"Taiwan, Province of China",TWN,2/23/2020,28
Thailand,THA,2/23/2020,35
United Kingdom,GBR,2/23/2020,9
United States,USA,2/23/2020,35
United Arab Emirates,ARE,2/23/2020,13
Viet Nam,VNM,2/23/2020,16
Afghanistan,AFG,2/24/2020,1
Algeria,DZA,2/24/2020,0
Australia,AUS,2/24/2020,22
Austria,AUT,2/24/2020,0
Bahrain,BHR,2/24/2020,1
Belgium,BEL,2/24/2020,1
Brazil,BRA,2/24/2020,0
Cambodia,KHM,2/24/2020,1
Canada,CAN,2/24/2020,10
Croatia,HRV,2/24/2020,0
Egypt,EGY,2/24/2020,1
Finland,FIN,2/24/2020,1
France,FRA,2/24/2020,12
Georgia,GEO,2/24/2020,0
Germany,DEU,2/24/2020,16
Greece,GRC,2/24/2020,0
Hong Kong,HKG,2/24/2020,79
India,IND,2/24/2020,3
"Iran, Islamic Republic of",IRN,2/24/2020,61
Iraq,IRQ,2/24/2020,1
Israel,ISR,2/24/2020,1
Italy,ITA,2/24/2020,229
Japan,JPN,2/24/2020,159
Kuwait,KWT,2/24/2020,1
Lebanon,LBN,2/24/2020,1
Macao,MAC,2/24/2020,10
Malaysia,MYS,2/24/2020,22
Nepal,NPL,2/24/2020,1
North Macedonia,MKD,2/24/2020,0
Norway,NOR,2/24/2020,0
Oman,OMN,2/24/2020,2
Pakistan,PAK,2/24/2020,0
Philippines,PHL,2/24/2020,3
Romania,ROU,2/24/2020,0
Russian Federation,RUS,2/24/2020,2
Singapore,SGP,2/24/2020,89
"Korea, Republic of",KOR,2/24/2020,833
Spain,ESP,2/24/2020,2
Sri Lanka,LKA,2/24/2020,1
Sweden,SWE,2/24/2020,1
Switzerland,CHE,2/24/2020,0
"Taiwan, Province of China",TWN,2/24/2020,30
Thailand,THA,2/24/2020,35
United Kingdom,GBR,2/24/2020,13
United States,USA,2/24/2020,53
United Arab Emirates,ARE,2/24/2020,13
Viet Nam,VNM,2/24/2020,16
Afghanistan,AFG,2/25/2020,1
Algeria,DZA,2/25/2020,1
Australia,AUS,2/25/2020,22
Austria,AUT,2/25/2020,2
Bahrain,BHR,2/25/2020,23
Belgium,BEL,2/25/2020,1
Brazil,BRA,2/25/2020,0
Cambodia,KHM,2/25/2020,1
Canada,CAN,2/25/2020,11
Croatia,HRV,2/25/2020,1
Egypt,EGY,2/25/2020,1
Finland,FIN,2/25/2020,1
France,FRA,2/25/2020,14
Georgia,GEO,2/25/2020,0
Germany,DEU,2/25/2020,17
Greece,GRC,2/25/2020,0
Hong Kong,HKG,2/25/2020,84
India,IND,2/25/2020,3
"Iran, Islamic Republic of",IRN,2/25/2020,95
Iraq,IRQ,2/25/2020,1
Israel,ISR,2/25/2020,1
Italy,ITA,2/25/2020,322
Japan,JPN,2/25/2020,170
Kuwait,KWT,2/25/2020,11
Lebanon,LBN,2/25/2020,1
Macao,MAC,2/25/2020,10
Malaysia,MYS,2/25/2020,22
Nepal,NPL,2/25/2020,1
North Macedonia,MKD,2/25/2020,0
Norway,NOR,2/25/2020,0
Oman,OMN,2/25/2020,2
Pakistan,PAK,2/25/2020,0
Philippines,PHL,2/25/2020,3
Romania,ROU,2/25/2020,0
Russian Federation,RUS,2/25/2020,2
Singapore,SGP,2/25/2020,91
"Korea, Republic of",KOR,2/25/2020,977
Spain,ESP,2/25/2020,6
Sri Lanka,LKA,2/25/2020,1
Sweden,SWE,2/25/2020,1
Switzerland,CHE,2/25/2020,1
"Taiwan, Province of China",TWN,2/25/2020,31
Thailand,THA,2/25/2020,37
United Kingdom,GBR,2/25/2020,13
United States,USA,2/25/2020,53
United Arab Emirates,ARE,2/25/2020,13
Viet Nam,VNM,2/25/2020,16
Afghanistan,AFG,2/26/2020,1
Algeria,DZA,2/26/2020,1
Australia,AUS,2/26/2020,22
Austria,AUT,2/26/2020,2
Bahrain,BHR,2/26/2020,33
Belgium,BEL,2/26/2020,1
Brazil,BRA,2/26/2020,1
Cambodia,KHM,2/26/2020,1
Canada,CAN,2/26/2020,11
Croatia,HRV,2/26/2020,3
Egypt,EGY,2/26/2020,1
Finland,FIN,2/26/2020,2
France,FRA,2/26/2020,18
Georgia,GEO,2/26/2020,1
Germany,DEU,2/26/2020,27
Greece,GRC,2/26/2020,1
Hong Kong,HKG,2/26/2020,91
India,IND,2/26/2020,3
"Iran, Islamic Republic of",IRN,2/26/2020,139
Iraq,IRQ,2/26/2020,5
Israel,ISR,2/26/2020,2
Italy,ITA,2/26/2020,453
Japan,JPN,2/26/2020,189
Kuwait,KWT,2/26/2020,26
Lebanon,LBN,2/26/2020,2
Macao,MAC,2/26/2020,10
Malaysia,MYS,2/26/2020,22
Nepal,NPL,2/26/2020,1
North Macedonia,MKD,2/26/2020,1
Norway,NOR,2/26/2020,1
Oman,OMN,2/26/2020,4
Pakistan,PAK,2/26/2020,2
Philippines,PHL,2/26/2020,3
Romania,ROU,2/26/2020,1
Russian Federation,RUS,2/26/2020,2
Singapore,SGP,2/26/2020,93
"Korea, Republic of",KOR,2/26/2020,1261
Spain,ESP,2/26/2020,13
Sri Lanka,LKA,2/26/2020,1
Sweden,SWE,2/26/2020,2
Switzerland,CHE,2/26/2020,1
"Taiwan, Province of China",TWN,2/26/2020,32
Thailand,THA,2/26/2020,40
United Kingdom,GBR,2/26/2020,13
United States,USA,2/26/2020,59
United Arab Emirates,ARE,2/26/2020,13
Viet Nam,VNM,2/26/2020,16
